20221004 23:03:37 --> ESP32 Motion Sensor Initialized
20221004 23:03:48 --> Motion Detected!
20221004 23:03:55 --> Motion stopped...
20221004 23:04:01 --> Motion Detected!
20221004 23:04:08 --> Motion stopped...
20221004 23:04:29 --> Motion Detected!
20221004 23:04:34 --> Motion Detected!
20221004 23:04:41 --> Motion stopped...
20221004 23:05:08 --> Motion Detected!
20221004 23:05:15 --> Motion stopped...
20221004 23:05:20 --> Motion Detected!
20221004 23:05:27 --> Motion stopped...
20221004 23:33:07 --> Motion Detected!
20221004 23:33:14 --> Motion stopped...
20221005 01:16:35 --> Motion Detected!
20221005 01:16:42 --> Motion stopped...
20221005 01:24:56 --> ESP32 Motion Sensor Initialized
20221005 01:25:09 --> Motion Detected!
20221005 01:25:16 --> Motion stopped...
20221005 01:29:45 --> ESP32 Motion Sensor Initialized
20221005 01:30:18 --> ESP32 Motion Sensor Initialized
20221005 01:31:05 --> Motion Detected!
20221005 01:31:12 --> Motion stopped...
20221005 01:41:04 --> ESP32 Motion Sensor Initialized
20221005 01:41:17 --> Motion Detected!
20221005 01:41:24 --> Motion stopped...
20221005 01:50:12 --> ESP32 Motion Sensor Initialized
20221005 02:08:20 --> ESP32 Motion Sensor Initialized
20221005 02:09:58 --> ESP32 Motion Sensor Initialized
20221005 02:10:19 --> ESP32 Motion Sensor Initialized
20221005 02:11:19 --> Motion Detected!
20221005 02:11:26 --> Motion stopped...
20221005 02:14:05 --> ESP32 Motion Sensor Initialized
20221005 02:14:47 --> ESP32 Motion Sensor Initialized
20221005 02:18:30 --> ESP32 Motion Sensor Initialized
20221005 02:19:01 --> ESP32 Motion Sensor Initialized
20221005 02:23:41 --> ESP32 Motion Sensor Initialized
20221005 02:27:35 --> ESP32 Motion Sensor Initialized
20221005 02:28:06 --> ESP32 Motion Sensor Initialized
20221005 02:31:05 --> ESP32 Motion Sensor Initialized
20221005 02:31:42 --> ESP32 Motion Sensor Initialized
20221005 02:32:07 --> Motion Detected!
20221005 02:32:14 --> Motion stopped...
20221005 02:58:21 --> Motion Detected!
20221005 02:58:28 --> Motion stopped...
20221005 02:58:57 --> Motion Detected!
20221005 02:59:04 --> Motion stopped...
20221005 03:13:54 --> Motion Detected!
20221005 03:14:01 --> Motion stopped...
20221005 03:22:12 --> Motion Detected!
20221005 03:22:19 --> Motion stopped...
20221005 03:58:48 --> Motion Detected!
20221005 03:58:55 --> Motion stopped...
20221005 03:59:10 --> Motion Detected!
20221005 03:59:17 --> Motion stopped...
20221005 04:01:18 --> Motion Detected!
20221005 04:01:25 --> Motion stopped...
20221005 04:01:30 --> Motion Detected!
20221005 04:01:37 --> Motion stopped...
20221005 04:39:27 --> Motion Detected!
20221005 04:39:34 --> Motion stopped...
20221005 04:54:59 --> Motion Detected!
20221005 04:55:06 --> Motion stopped...
20221005 04:55:43 --> Motion Detected!
20221005 04:55:50 --> Motion stopped...
20221005 04:57:05 --> Motion Detected!
20221005 04:57:12 --> Motion stopped...
20221005 04:57:33 --> Motion Detected!
20221005 04:57:40 --> Motion stopped...
20221005 04:58:15 --> Motion Detected!
20221005 04:58:22 --> Motion stopped...
20221005 04:59:34 --> Motion Detected!
20221005 04:59:41 --> Motion stopped...
